date,email,count_sessions,sum_beacon_value,nunique_beacon_type,count_user_stay,count_pay_attempt,count_buy_click,nunique_gender,nunique_dob,nunique_language,nunique_report_type,nunique_device,profile_submit_count,transactions_amount,conversion_status
2021-05-04,2588472,3,27,7,9,4,2,1,1,1,1,2,9,1898.0,1
2021-05-22,2669142,1,3,2,0,1,2,1,1,1,1,1,8,1998.0,1
2021-06-28,211871,5,36,9,13,1,3,1,2,2,2,1,24,4245.0,1
2021-07-06,1451405,1,303,4,24,1,1,1,1,1,1,1,3,999.0,1
2021-07-10,1634264,1,3,3,1,1,1,1,1,1,1,1,5,1898.0,1
2021-05-15,2638691,1,1,1,0,1,0,1,1,1,1,1,4,999.0,1
2021-07-14,3098410,3,116,5,19,1,3,1,2,1,2,2,7,58.0,1
2021-05-09,2611355,1,14,4,4,1,2,1,1,1,1,1,6,899.0,1
2021-07-20,3126816,1,12,3,4,1,1,1,1,1,1,1,3,899.0,1
2021-06-14,2831255,2,16,5,5,2,3,1,2,1,1,1,8,2847.0,1
2021-05-27,983353,2,6,4,1,3,0,1,1,1,2,1,21,6463.0,1
2021-06-09,2787380,2,26,6,8,2,4,1,1,2,1,1,5,1998.0,1
